Date,Market/Asset,Contract Details,Action (Buy/Sell),Contracts/Size,Entry Price ($),Exit Price ($),Fees ($),Net Profit/Loss ($),Time (ET),Timezone,Datetime Acquired (UTC),Datetime Disposed (UTC),Holding Period,Proceeds ($),Cost Basis incl. Fees ($),Gain/Loss ($),Leg Type,Side Bought,Status,Settlement Result,Order ID
2026-09-11,"Bitcoin 15-minute binary, close 26SEP111900",KXBTC15M-26SEP111900-00,Buy to Open (held to settlement),20.0,0.953,1.0,0.062,0.8772,18:59:54,EDT,2026-09-11T22:59:54Z,2026-09-11T23:00:20Z,Short-term (under 1 hour),20.0,19.122,0.878,ENTRY,,SETTLED,NO,01a092b2-ea10-7a93-8a89-d3e54eed08aa
2026-09-11,"Ethereum 15-minute binary, close 26SEP111930",KXETH15M-26SEP111930-30,Buy to Open (held to settlement),20.0,0.969,1.0,0.042,0.5779,19:29:30,EDT,2026-09-11T23:29:30Z,2026-09-11T23:30:20Z,Short-term (under 1 hour),20.0,19.422,0.578,ENTRY,,SETTLED,NO,01a092ce-0390-7732-9a5b-68cbda6ccf43
2026-09-11,"NEAR 15-minute binary, close 26SEP111945",KXNEAR15M-26SEP111945-45,Buy to Open (held to settlement),14.3,0.951,1.0,0.0458,0.654,19:44:37,EDT,2026-09-11T23:44:37Z,2026-09-11T23:45:20Z,Short-term (under 1 hour),14.3,13.6451,0.6549,ENTRY,,SETTLED,NO,01a092db-da88-7c44-bc8f-42ceb52baa29
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112000",KXBTC15M-26SEP112000-00,Buy to Open (held to settlement),20.0,0.963,1.0,0.048,0.6901,19:59:30,EDT,2026-09-11T23:59:30Z,2026-09-12T00:00:20Z,Short-term (under 1 hour),20.0,19.308,0.692,ENTRY,,SETTLED,YES,01a092e9-7ad0-73d8-9701-22ad3bd8419a
2026-09-11,"Ethereum 15-minute binary, close 26SEP112015",KXETH15M-26SEP112015-15,Buy to Open (held to settlement),20.0,0.9752,1.0,0.032,0.4621,20:14:37,EDT,2026-09-12T00:14:37Z,2026-09-12T00:15:20Z,Short-term (under 1 hour),20.0,19.536,0.464,ENTRY,,SETTLED,YES,01a092f7-51c8-7a0c-a06a-d11df5e96fa3
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112030",KXBTC15M-26SEP112030-30,Buy to Open (held to settlement),20.0,0.948,1.0,0.068,0.9709,20:29:32,EDT,2026-09-12T00:29:32Z,2026-09-12T00:30:20Z,Short-term (under 1 hour),20.0,19.028,0.972,ENTRY,,SETTLED,NO,01a09304-f9e0-7c21-9e27-132fc08b6a51
2026-09-11,"Hyperliquid 15-minute binary, close 26SEP112045",KXHYPE15M-26SEP112045-45,Buy to Open (held to settlement),20.0,0.979,1.0,0.028,0.3912,20:44:30,EDT,2026-09-12T00:44:30Z,2026-09-12T00:45:20Z,Short-term (under 1 hour),20.0,19.608,0.392,ENTRY,,SETTLED,NO,01a09312-adb0-77c4-a14f-202bdbe024bf
2026-09-11,"XRP 15-minute binary, close 26SEP112045",KXXRP15M-26SEP112045-45,Buy to Open (held to settlement),20.0,0.969,1.0,0.042,0.5779,20:44:30,EDT,2026-09-12T00:44:30Z,2026-09-12T00:45:20Z,Short-term (under 1 hour),20.0,19.422,0.578,ENTRY,,SETTLED,YES,01a09312-adb0-7952-959a-17794a186306
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112100",KXBTC15M-26SEP112100-00,Buy to Open (held to settlement),0.02,0.961,1.0,0.0002,0.0007,20:59:30,EDT,2026-09-12T00:59:30Z,2026-09-12T01:00:20Z,Short-term (under 1 hour),0.02,0.0194,0.0006,ENTRY,,SETTLED,YES,01a09320-6950-7a60-82e3-b02f61fcdb65
2026-09-11,"Dogecoin 15-minute binary, close 26SEP112100",KXDOGE15M-26SEP112100-00,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,20:59:30,EDT,2026-09-12T00:59:30Z,2026-09-12T01:00:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a09320-6950-744b-bdd0-0dd75840571f
2026-09-11,"Hyperliquid 15-minute binary, close 26SEP112200",KXHYPE15M-26SEP112200-00,Buy to Open (held to settlement),4.5,0.977,,0.0067,,21:59:30,EDT,2026-09-12T01:59:30Z,,,,4.4032,,ENTRY,,OPEN,,01a09357-57d0-79b1-8d9e-1771a1356947
2026-09-11,"Solana 15-minute binary, close 26SEP112200",KXSOL15M-26SEP112200-00,Buy to Open (held to settlement),20.0,0.939,,0.08,,21:59:32,EDT,2026-09-12T01:59:32Z,,,,18.86,,ENTRY,,OPEN,,01a09357-5fa0-708d-bd43-8c9e7a1e2171
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112200",KXBTC15M-26SEP112200-00,Buy to Open (held to settlement),20.0,0.916,,0.106,,21:59:46,EDT,2026-09-12T01:59:46Z,,,,18.426,,ENTRY,,OPEN,,01a09357-9650-7d0a-abe6-c7bc12dde85f
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112230",KXBTC15M-26SEP112230-30,Buy to Open (held to settlement),20.0,0.948,1.0,0.068,0.9709,22:29:30,EDT,2026-09-12T02:29:30Z,2026-09-12T02:30:20Z,Short-term (under 1 hour),20.0,19.028,0.972,ENTRY,,SETTLED,NO,01a09372-cf10-7829-850a-5ab4d6e5cac7
2026-09-11,"Solana 15-minute binary, close 26SEP112300",KXSOL15M-26SEP112300-00,Buy to Open (held to settlement),20.0,0.979,0.0,0.028,-19.6088,22:59:31,EDT,2026-09-12T02:59:31Z,2026-09-12T03:00:20Z,Short-term (under 1 hour),0.0,19.608,-19.608,ENTRY,,SETTLED,YES,01a0938e-4a38-7dcc-9734-8c213f0649ce
2026-09-11,"XRP 15-minute binary, close 26SEP112300",KXXRP15M-26SEP112300-00,Buy to Open (held to settlement),20.0,0.87,1.0,0.158,2.4416,22:59:38,EDT,2026-09-12T02:59:38Z,2026-09-12T03:00:20Z,Short-term (under 1 hour),20.0,17.558,2.442,ENTRY,,SETTLED,YES,01a0938e-6590-7d5d-b4dd-9b6783eb266e
2026-09-11,"Solana 15-minute binary, close 26SEP112315",KXSOL15M-26SEP112315-15,Buy to Open (held to settlement),20.0,0.958,1.0,0.056,0.7836,23:14:30,EDT,2026-09-12T03:14:30Z,2026-09-12T03:15:20Z,Short-term (under 1 hour),20.0,19.216,0.784,ENTRY,,SETTLED,YES,01a0939c-01f0-7d70-8cde-7627bed379fb
2026-09-11,"Solana 15-minute binary, close 26SEP112330",KXSOL15M-26SEP112330-30,Buy to Open (held to settlement),1.9,0.975,,0.0032,,23:29:31,EDT,2026-09-12T03:29:31Z,,,,1.8557,,ENTRY,,OPEN,,01a093a9-c178-7840-b995-aa6867e14e58
2026-09-11,"Bitcoin 15-minute binary, close 26SEP112330",KXBTC15M-26SEP112330-30,Buy to Open (held to settlement),20.0,0.979,,0.028,,23:29:31,EDT,2026-09-12T03:29:31Z,,,,19.608,,ENTRY,,OPEN,,01a093a9-c178-7288-86bb-51e43f647c02
2026-09-11,"XRP 15-minute binary, close 26SEP112330",KXXRP15M-26SEP112330-30,Buy to Open (held to settlement),20.0,0.973,,0.036,,23:29:41,EDT,2026-09-12T03:29:41Z,,,,19.496,,ENTRY,,OPEN,,01a093a9-e888-73bf-85e7-c58815896801
2026-09-11,"XRP 15-minute binary, close 26SEP112345",KXXRP15M-26SEP112345-45,Buy to Open (held to settlement),10.0,0.968,1.0,0.021,0.2983,23:44:30,EDT,2026-09-12T03:44:30Z,2026-09-12T03:45:20Z,Short-term (under 1 hour),10.0,9.701,0.299,ENTRY,,SETTLED,YES,01a093b7-7930-7d87-b1d4-91ec7c0e180b
2026-09-11,"NEAR 15-minute binary, close 26SEP112345",KXNEAR15M-26SEP112345-45,Buy to Open (held to settlement),20.0,0.962,1.0,0.05,0.7088,23:44:30,EDT,2026-09-12T03:44:30Z,2026-09-12T03:45:20Z,Short-term (under 1 hour),20.0,19.29,0.71,ENTRY,,SETTLED,YES,01a093b7-7930-7329-9d60-59864d038613
2026-09-11,"XRP 15-minute binary, close 26SEP120000",KXXRP15M-26SEP120000-00,Buy to Open (held to settlement),20.0,0.97,1.0,0.04,0.5592,23:59:30,EDT,2026-09-12T03:59:30Z,2026-09-12T04:00:20Z,Short-term (under 1 hour),20.0,19.44,0.56,ENTRY,,SETTLED,YES,01a093c5-34d0-724d-b774-bfb48292fafb
2026-09-11,"BNB 15-minute binary, close 26SEP120000",KXBNB15M-26SEP120000-00,Buy to Open (held to settlement),20.0,0.85,1.0,0.178,2.8214,23:59:55,EDT,2026-09-12T03:59:55Z,2026-09-12T04:00:20Z,Short-term (under 1 hour),20.0,17.178,2.822,ENTRY,,SETTLED,NO,01a093c5-9678-781f-8148-785fbc798032
2026-09-12,"XRP 15-minute binary, close 26SEP120015",KXXRP15M-26SEP120015-15,Buy to Open (held to settlement),20.0,0.959,1.0,0.054,0.7649,00:14:30,EDT,2026-09-12T04:14:30Z,2026-09-12T04:15:20Z,Short-term (under 1 hour),20.0,19.234,0.766,ENTRY,,SETTLED,YES,01a093d2-f070-76e5-897c-0c4b8196769e
2026-09-12,"Dogecoin 15-minute binary, close 26SEP120015",KXDOGE15M-26SEP120015-15,Buy to Open (held to settlement),8.32,0.88,1.0,0.0616,0.9368,00:14:35,EDT,2026-09-12T04:14:35Z,2026-09-12T04:15:20Z,Short-term (under 1 hour),8.32,7.3832,0.9368,ENTRY,,SETTLED,NO,01a093d3-03f8-72f7-ad36-4fe136cec40e
2026-09-12,"XRP 15-minute binary, close 26SEP120030",KXXRP15M-26SEP120030-30,Buy to Open (held to settlement),12.09,0.968,1.0,0.0254,0.3606,00:29:30,EDT,2026-09-12T04:29:30Z,2026-09-12T04:30:20Z,Short-term (under 1 hour),12.09,11.7285,0.3615,ENTRY,,SETTLED,YES,01a093e0-ac10-788d-ae5e-587490475027
2026-09-12,"Dogecoin 15-minute binary, close 26SEP120115",KXDOGE15M-26SEP120115-15,Buy to Open (held to settlement),13.95,0.911,1.0,0.0781,1.1623,01:14:48,EDT,2026-09-12T05:14:48Z,2026-09-12T05:15:20Z,Short-term (under 1 hour),13.95,12.7865,1.1635,ENTRY,,SETTLED,YES,01a0940a-2540-7ae0-bded-f9c6172a0d46
2026-09-12,"XRP 15-minute binary, close 26SEP120130",KXXRP15M-26SEP120130-30,Buy to Open (held to settlement),15.14,0.953,1.0,0.0469,0.6641,01:29:30,EDT,2026-09-12T05:29:30Z,2026-09-12T05:30:20Z,Short-term (under 1 hour),15.14,14.4753,0.6647,ENTRY,,SETTLED,YES,01a09417-9a90-7452-8c2d-5137ac58bb7c
2026-09-12,"Zcash 15-minute binary, close 26SEP120145",KXZEC15M-26SEP120145-45,Buy to Open (held to settlement),20.0,0.965,1.0,0.046,0.6527,01:44:37,EDT,2026-09-12T05:44:37Z,2026-09-12T05:45:20Z,Short-term (under 1 hour),20.0,19.346,0.654,ENTRY,,SETTLED,NO,01a09425-7188-7383-ab62-d47132ba7af2
2026-09-12,"BNB 15-minute binary, close 26SEP120145",KXBNB15M-26SEP120145-45,Buy to Open (held to settlement),20.0,0.929,1.0,0.092,1.3276,01:44:41,EDT,2026-09-12T05:44:41Z,2026-09-12T05:45:20Z,Short-term (under 1 hour),20.0,18.672,1.328,ENTRY,,SETTLED,YES,01a09425-8128-7158-9e79-ce5f24535194
2026-09-12,"Solana 15-minute binary, close 26SEP120200",KXSOL15M-26SEP120200-00,Buy to Open (held to settlement),10.0,0.969,1.0,0.021,0.2889,01:59:30,EDT,2026-09-12T05:59:30Z,2026-09-12T06:00:20Z,Short-term (under 1 hour),10.0,9.711,0.289,ENTRY,,SETTLED,YES,01a09433-11d0-718c-89b5-922aabcd8b11
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120215",KXBTC15M-26SEP120215-15,Buy to Open (held to settlement),20.0,0.911,1.0,0.112,1.6664,02:14:32,EDT,2026-09-12T06:14:32Z,2026-09-12T06:15:20Z,Short-term (under 1 hour),20.0,18.332,1.668,ENTRY,,SETTLED,NO,01a09440-d540-7261-b3b1-18795c4f20e1
2026-09-12,"Dogecoin 15-minute binary, close 26SEP120230",KXDOGE15M-26SEP120230-30,Buy to Open (held to settlement),20.0,0.957,1.0,0.056,0.8023,02:29:30,EDT,2026-09-12T06:29:30Z,2026-09-12T06:30:20Z,Short-term (under 1 hour),20.0,19.196,0.804,ENTRY,,SETTLED,YES,01a0944e-8910-7de2-b53b-8587d017212a
2026-09-12,"Zcash 15-minute binary, close 26SEP120330",KXZEC15M-26SEP120330-30,Buy to Open (held to settlement),20.0,0.979,1.0,0.028,0.3912,03:29:47,EDT,2026-09-12T07:29:47Z,2026-09-12T07:30:20Z,Short-term (under 1 hour),20.0,19.608,0.392,ENTRY,,SETTLED,NO,01a09485-b9f8-7bfc-89b5-e13cfe94e6e3
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP120400",KXHYPE15M-26SEP120400-00,Buy to Open (held to settlement),20.0,0.95,1.0,0.066,0.9334,03:59:30,EDT,2026-09-12T07:59:30Z,2026-09-12T08:00:20Z,Short-term (under 1 hour),20.0,19.066,0.934,ENTRY,,SETTLED,YES,01a094a0-eed0-77eb-803b-df591566f0d0
2026-09-12,"Solana 15-minute binary, close 26SEP120400",KXSOL15M-26SEP120400-00,Buy to Open (held to settlement),20.0,0.94,0.0,0.078,-18.879,03:59:41,EDT,2026-09-12T07:59:41Z,2026-09-12T08:00:20Z,Short-term (under 1 hour),0.0,18.878,-18.878,ENTRY,,SETTLED,NO,01a094a1-19c8-75b9-a1d6-811d19d37531
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120415",KXBTC15M-26SEP120415-15,Buy to Open (held to settlement),20.0,0.979,1.0,0.028,0.3912,04:14:54,EDT,2026-09-12T08:14:54Z,2026-09-12T08:15:20Z,Short-term (under 1 hour),20.0,19.608,0.392,ENTRY,,SETTLED,YES,01a094af-0830-72bf-8874-29852b653206
2026-09-12,"NEAR 15-minute binary, close 26SEP120430",KXNEAR15M-26SEP120430-30,Buy to Open (held to settlement),20.0,0.976,1.0,0.032,0.4472,04:29:30,EDT,2026-09-12T08:29:30Z,2026-09-12T08:30:20Z,Short-term (under 1 hour),20.0,19.552,0.448,ENTRY,,SETTLED,NO,01a094bc-6610-757c-98d3-a00662c9794f
2026-09-12,"Zcash 15-minute binary, close 26SEP120430",KXZEC15M-26SEP120430-30,Buy to Open (held to settlement),16.0,0.9373,1.0,0.0656,0.9373,04:29:51,EDT,2026-09-12T08:29:51Z,2026-09-12T08:30:20Z,Short-term (under 1 hour),16.0,15.0624,0.9376,ENTRY,,SETTLED,YES,01a094bc-b818-7716-a76e-41b33abf3892
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120500",KXBTC15M-26SEP120500-00,Buy to Open (held to settlement),20.0,0.978,1.0,0.03,0.4098,04:59:30,EDT,2026-09-12T08:59:30Z,2026-09-12T09:00:20Z,Short-term (under 1 hour),20.0,19.59,0.41,ENTRY,,SETTLED,YES,01a094d7-dd50-72d9-ae8a-9d409607b156
2026-09-12,"Solana 15-minute binary, close 26SEP120500",KXSOL15M-26SEP120500-00,Buy to Open (held to settlement),20.0,0.946,1.0,0.07,1.0084,04:59:36,EDT,2026-09-12T08:59:36Z,2026-09-12T09:00:20Z,Short-term (under 1 hour),20.0,18.99,1.01,ENTRY,,SETTLED,YES,01a094d7-f4c0-76dd-9773-217ef56dadd7
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP120515",KXHYPE15M-26SEP120515-15,Buy to Open (held to settlement),20.0,0.964,1.0,0.048,0.6714,05:14:34,EDT,2026-09-12T09:14:34Z,2026-09-12T09:15:20Z,Short-term (under 1 hour),20.0,19.328,0.672,ENTRY,,SETTLED,YES,01a094e5-a890-7af2-863d-881c33bb4247
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120530",KXBTC15M-26SEP120530-30,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,05:29:30,EDT,2026-09-12T09:29:30Z,2026-09-12T09:30:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a094f3-5490-7910-9227-ec0445fd9742
2026-09-12,"XRP 15-minute binary, close 26SEP120530",KXXRP15M-26SEP120530-30,Buy to Open (held to settlement),20.0,0.97,1.0,0.04,0.5592,05:29:49,EDT,2026-09-12T09:29:49Z,2026-09-12T09:30:20Z,Short-term (under 1 hour),20.0,19.44,0.56,ENTRY,,SETTLED,YES,01a094f3-9ec8-7a8d-adb5-8e72d9fcdecf
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120545",KXBTC15M-26SEP120545-45,Buy to Open (held to settlement),0.02,0.954,1.0,0.0001,0.0008,05:44:35,EDT,2026-09-12T09:44:35Z,2026-09-12T09:45:20Z,Short-term (under 1 hour),0.02,0.0192,0.0008,ENTRY,,SETTLED,NO,01a09501-23b8-78fe-9aa5-735ccb6ccdc8
2026-09-12,"BNB 15-minute binary, close 26SEP120545",KXBNB15M-26SEP120545-45,Buy to Open (held to settlement),20.0,0.9,1.0,0.126,1.874,05:44:43,EDT,2026-09-12T09:44:43Z,2026-09-12T09:45:20Z,Short-term (under 1 hour),20.0,18.126,1.874,ENTRY,,SETTLED,NO,01a09501-42f8-72fd-860c-3dc2670ffc8c
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120600",KXBTC15M-26SEP120600-00,Buy to Open (held to settlement),20.0,0.934,1.0,0.086,1.2336,05:59:30,EDT,2026-09-12T09:59:30Z,2026-09-12T10:00:20Z,Short-term (under 1 hour),20.0,18.766,1.234,ENTRY,,SETTLED,YES,01a0950e-cbd0-713c-8bb2-73932b18e7a5
2026-09-12,"Solana 15-minute binary, close 26SEP120600",KXSOL15M-26SEP120600-00,Buy to Open (held to settlement),1.0,0.949,1.0,,0.0476,05:59:35,EDT,2026-09-12T09:59:35Z,2026-09-12T10:00:35Z,Short-term (under 1 hour),1.0,0.949,0.051,HEDGE,YES,SETTLED,YES,01a0950e-df58-7fdf-af5d-ae50e658ea88
2026-09-12,"Dogecoin 15-minute binary, close 26SEP120630",KXDOGE15M-26SEP120630-30,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,06:29:30,EDT,2026-09-12T10:29:30Z,2026-09-12T10:30:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a0952a-4310-7921-9999-fffdfe2197f6
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP120645",KXHYPE15M-26SEP120645-45,Buy to Open (held to settlement),20.0,0.975,1.0,0.034,0.4658,06:44:36,EDT,2026-09-12T10:44:36Z,2026-09-12T10:45:20Z,Short-term (under 1 hour),20.0,19.534,0.466,ENTRY,,SETTLED,NO,01a09538-1620-7cb3-a131-7866878cc9a2
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120715",KXBTC15M-26SEP120715-15,Buy to Open (held to settlement),20.0,0.936,1.0,0.082,1.1961,07:14:30,EDT,2026-09-12T11:14:30Z,2026-09-12T11:15:20Z,Short-term (under 1 hour),20.0,18.802,1.198,ENTRY,,SETTLED,NO,01a09553-75f0-7d10-bbca-fa024a701165
2026-09-12,"Ethereum 15-minute binary, close 26SEP120730",KXETH15M-26SEP120730-30,Buy to Open (held to settlement),10.0,0.961,1.0,0.026,0.3637,07:29:30,EDT,2026-09-12T11:29:30Z,2026-09-12T11:30:20Z,Short-term (under 1 hour),10.0,9.636,0.364,ENTRY,,SETTLED,YES,01a09561-3190-7298-b927-e4b07dfc3db1
2026-09-12,"BNB 15-minute binary, close 26SEP120745",KXBNB15M-26SEP120745-45,Buy to Open (held to settlement),19.0,0.971,1.0,0.0361,0.5135,07:44:30,EDT,2026-09-12T11:44:30Z,2026-09-12T11:45:20Z,Short-term (under 1 hour),19.0,18.4851,0.5149,ENTRY,,SETTLED,NO,01a0956e-ed30-7b9c-b304-b1ef84e80c49
2026-09-12,"Dogecoin 15-minute binary, close 26SEP120800",KXDOGE15M-26SEP120800-00,Buy to Open (held to settlement),20.0,0.975,1.0,0.034,0.4658,07:59:30,EDT,2026-09-12T11:59:30Z,2026-09-12T12:00:20Z,Short-term (under 1 hour),20.0,19.534,0.466,ENTRY,,SETTLED,NO,01a0957c-a8d0-7a44-abb9-8aae84995b03
2026-09-12,"NEAR 15-minute binary, close 26SEP120800",KXNEAR15M-26SEP120800-00,Buy to Open (held to settlement),0.24,0.969,1.0,0.0005,0.0068,07:59:30,EDT,2026-09-12T11:59:30Z,2026-09-12T12:00:20Z,Short-term (under 1 hour),0.24,0.2331,0.0069,ENTRY,,SETTLED,NO,01a0957c-a8d0-758c-8a53-83b22e01e951
2026-09-12,"Zcash 15-minute binary, close 26SEP120800",KXZEC15M-26SEP120800-00,Buy to Open (held to settlement),20.0,0.963,1.0,0.048,0.6901,07:59:30,EDT,2026-09-12T11:59:30Z,2026-09-12T12:00:20Z,Short-term (under 1 hour),20.0,19.308,0.692,ENTRY,,SETTLED,YES,01a0957c-a8d0-7921-82fa-c8a36cd657ae
2026-09-12,"NEAR 15-minute binary, close 26SEP120815",KXNEAR15M-26SEP120815-15,Buy to Open (held to settlement),20.0,0.975,1.0,0.034,0.4658,08:14:45,EDT,2026-09-12T12:14:45Z,2026-09-12T12:15:20Z,Short-term (under 1 hour),20.0,19.534,0.466,ENTRY,,SETTLED,NO,01a0958a-9f08-7abe-8219-e36dfa9469aa
2026-09-12,"XRP 15-minute binary, close 26SEP120830",KXXRP15M-26SEP120830-30,Buy to Open (held to settlement),20.0,0.963,1.0,0.048,0.6901,08:29:30,EDT,2026-09-12T12:29:30Z,2026-09-12T12:30:20Z,Short-term (under 1 hour),20.0,19.308,0.692,ENTRY,,SETTLED,YES,01a09598-2010-7b8a-bda8-d4e689dc6520
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120845",KXBTC15M-26SEP120845-45,Buy to Open (held to settlement),20.0,0.96,1.0,0.052,0.7462,08:44:38,EDT,2026-09-12T12:44:38Z,2026-09-12T12:45:20Z,Short-term (under 1 hour),20.0,19.252,0.748,ENTRY,,SETTLED,NO,01a095a5-faf0-766e-a916-bc5f38f2ecfb
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120900",KXBTC15M-26SEP120900-00,Buy to Open (held to settlement),0.06,0.9317,1.0,0.0003,0.0038,08:59:55,EDT,2026-09-12T12:59:55Z,2026-09-12T13:00:20Z,Short-term (under 1 hour),0.06,0.0562,0.0038,ENTRY,,SETTLED,NO,01a095b3-f8f8-788d-9d8c-93932a975a59
2026-09-12,"Ethereum 15-minute binary, close 26SEP120930",KXETH15M-26SEP120930-30,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,09:29:30,EDT,2026-09-12T13:29:30Z,2026-09-12T13:30:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,YES,01a095cf-0e90-7eb9-8ef4-5f01f5d282e8
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120930",KXBTC15M-26SEP120930-30,Buy to Open (held to settlement),0.02,0.954,1.0,0.0001,0.0008,09:29:35,EDT,2026-09-12T13:29:35Z,2026-09-12T13:30:20Z,Short-term (under 1 hour),0.02,0.0192,0.0008,ENTRY,,SETTLED,NO,01a095cf-2218-7aef-b142-1dd56f542499
2026-09-12,"Bitcoin 15-minute binary, close 26SEP120945",KXBTC15M-26SEP120945-45,Buy to Open (held to settlement),20.0,0.9,1.0,0.126,1.874,09:44:30,EDT,2026-09-12T13:44:30Z,2026-09-12T13:45:20Z,Short-term (under 1 hour),20.0,18.126,1.874,ENTRY,,SETTLED,NO,01a095dc-ca30-7569-a07b-5f7074f622d9
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121000",KXDOGE15M-26SEP121000-00,Buy to Open (held to settlement),20.0,0.978,1.0,0.03,0.4098,09:59:34,EDT,2026-09-12T13:59:34Z,2026-09-12T14:00:20Z,Short-term (under 1 hour),20.0,19.59,0.41,ENTRY,,SETTLED,YES,01a095ea-9570-7673-851d-bca35dc567aa
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP121045",KXHYPE15M-26SEP121045-45,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,10:44:30,EDT,2026-09-12T14:44:30Z,2026-09-12T14:45:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a09613-b8b0-776a-a7a9-f5cf6a6625ac
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121100",KXBTC15M-26SEP121100-00,Buy to Open (held to settlement),20.0,0.9,1.0,0.126,1.874,10:59:30,EDT,2026-09-12T14:59:30Z,2026-09-12T15:00:20Z,Short-term (under 1 hour),20.0,18.126,1.874,ENTRY,,SETTLED,NO,01a09621-7450-7b46-98c6-d7379d1455ef
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121100",KXBTC15M-26SEP121100-00,Buy to Open (held to settlement),20.0,0.14,0.0,,-2.9686,10:59:36,EDT,2026-09-12T14:59:36Z,2026-09-12T15:00:35Z,Short-term (under 1 hour),0.0,2.8,-2.8,HEDGE,YES,SETTLED,NO,01a09621-8bc0-719c-b3eb-680a41073abd
2026-09-12,"Ethereum 15-minute binary, close 26SEP121115",KXETH15M-26SEP121115-15,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.1117,11:14:31,EDT,2026-09-12T15:14:31Z,2026-09-12T15:15:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a0962f-33d8-7760-a83b-1a30cef88b23
2026-09-12,"Ethereum 15-minute binary, close 26SEP121115",KXETH15M-26SEP121115-15,Buy to Open (held to settlement),14.0,0.26,0.0,,-3.8286,11:14:33,EDT,2026-09-12T15:14:33Z,2026-09-12T15:15:35Z,Short-term (under 1 hour),0.0,3.64,-3.64,HEDGE,YES,SETTLED,NO,01a0962f-3ba8-7f0c-a7ee-67d310cc6e01
2026-09-12,"Ethereum 15-minute binary, close 26SEP121115",KXETH15M-26SEP121115-15,Buy to Open (held to settlement),6.0,0.27,0.0,,-1.7028,11:14:34,EDT,2026-09-12T15:14:34Z,2026-09-12T15:15:50Z,Short-term (under 1 hour),0.0,1.62,-1.62,HEDGE,YES,SETTLED,NO,01a0962f-3f90-72f5-b7f0-4b0748ab5e96
2026-09-12,"XRP 15-minute binary, close 26SEP121130",KXXRP15M-26SEP121130-30,Buy to Open (held to settlement),20.0,0.975,1.0,0.034,0.4658,11:29:46,EDT,2026-09-12T15:29:46Z,2026-09-12T15:30:20Z,Short-term (under 1 hour),20.0,19.534,0.466,ENTRY,,SETTLED,NO,01a0963d-2a10-7461-a642-d2b43b57a775
2026-09-12,"XRP 15-minute binary, close 26SEP121145",KXXRP15M-26SEP121145-45,Buy to Open (held to settlement),20.0,0.967,1.0,0.044,0.6153,11:44:31,EDT,2026-09-12T15:44:31Z,2026-09-12T15:45:20Z,Short-term (under 1 hour),20.0,19.384,0.616,ENTRY,,SETTLED,YES,01a0964a-ab18-7a51-80c3-1f2e362327e2
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121145",KXDOGE15M-26SEP121145-45,Buy to Open (held to settlement),20.0,0.945,1.0,0.072,1.0272,11:44:35,EDT,2026-09-12T15:44:35Z,2026-09-12T15:45:20Z,Short-term (under 1 hour),20.0,18.972,1.028,ENTRY,,SETTLED,YES,01a0964a-bab8-7453-a980-6d08951bc123
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121200",KXBTC15M-26SEP121200-00,Buy to Open (held to settlement),20.0,0.964,1.0,0.048,0.6714,11:59:30,EDT,2026-09-12T15:59:30Z,2026-09-12T16:00:20Z,Short-term (under 1 hour),20.0,19.328,0.672,ENTRY,,SETTLED,NO,01a09658-62d0-7153-bc6a-d91adb000d80
